hotel_name,author_name,language,review_text,processed_review,processed_final_review,hotel_overall_rating,review_rating
MSKÜ Akyaka Uygulama Oteli,omrfrksy,en,minutes away beach car air conditioning good rooms large beds terrible stayed different rooms bad breakfast open buffet average quality procured refrigerators second hand one room working called reception suggested turn cabinet upside keep way solution really worked,away beach car air conditioner good room large bed terrible stayed different room bad breakfast open buffet average quality procured refrigerator second hand one room working called reception suggested turn cabinet upside keep way solution really worked,away beach car air condition good room large bed terrible stayed different room bad breakfast open buffet average quality procure refrigerator second hand one room work call reception suggest turn cabinet upside keep way solution really work,4.6,4
MSKÜ Akyaka Uygulama Oteli,bülent demirci,en,hotel expectations terms price performance ask sea view rooms upper floor breakfast quite sufficient suitable diets glutenfree lentil bread nice clean highquality hotel,hotel expectation term price performance ask sea view room upper floor breakfast quite sufficient suitable diet glutenfree lentil bread nice clean high quality hotel,hotel expectation term price performance ask sea view room upper floor breakfast quite sufficient suitable diet gluten free lentil bread nice clean high quality hotel,4.6,5
NİL HOTEL,Ramazan Kaan Doğan,tr,ay öncesinden rezervasyon yaptırmıştım parasında gönderdim tatil gittiğimiz gün sabah girişler  denildi şuan müşteri denildi bizde te bekledik telefon açıp odanın tadilatı vermeyeceklerini söylediler mecbur bıraktılar baska oda verdiler oda nem saç kılları banyonun içini kendimiz temizlemek zorunda kaldık buzdolabı oda kokudan geçilmiyordu çalışanlarda güler yoktu bizimle resmen kavga ettiler paramızı iade etmelerini söyledik parayı vermediler asla tavsiye etmeyeceğimiz otel gelenler kesinlikle mağdur,made reservation month advance sent money morning day went vacation entrance called morning customer called waited te opened phone said would give renovation room said would give renovation room forced give another room gave another room room damp hair hair hair clean inside bathroom clean bathroom refrigerator room full odor room full odor smile employee laugh officially fought told return money told return money give money came hotel would never recommend definitely victim,make reservation advance send money morning day go vacation entrance call morning customer call wait open phone say would give renovation room say would give renovation room force give another room give another room room damp hair hair hair clean inside bathroom clean bathroom refrigerator room full odor room full odor smile employee laugh officially fought tell return money tell return money give money come hotel would never recommend definitely victim,4.1,1
NİL HOTEL,Dursun Deniz,tr,kahvaltısı odalardan temizlik herşey güzeldi yorumlara baktığım zaman içimde şüphe vardi otele vardıktan yorumların yanlış aile işletmesine denk geldiğimi fark ettim herşey için teşekkürler bir dahaki sefere görüşmek dileğiyle,breakfast cleanliness room everything good looked comment doubt arrived hotel realized came across wrong family business thanks everything hope see next time,breakfast cleanliness room everything good look comment doubt arrive hotel realize come across wrong family business thank everything hope see next time,4.1,5
NİL HOTEL,Nesli Bayat,tr,ayırdıkları odada tuvalet kokusundan durulmuyordu sonraki odada rutubet nem sigara kokusu bina eşyalar çok eskiydi odada ikram yoktu otele gitmeden günlük ücreti ödedik otele gittigimizde durumlarla karşılaştık sağlık sorunundan otelden çıkmak istediğimizi belirttik resepsiyondaki beyfendi asla anlayışla karşılamadı müdürünü aramadan gece otelde kalmaya mecbur tuttu sonrasında gece ödeme talep ettik sabah nakit vericeklerini kahvaltıyı güzel şekilde yapıp mağduriyet gidereceklerini söylediler kahvaltı kalitesizdi ödemeyi alana canımız çıktı asla güleryüzlü çalışanlar göremedik geçiştirildik resmen fotoğraflara aldanmayın asla tavsiye etmiyorum,room reserved smell toilet unstoppable next room smell dampness moisture cigarette smell building furnishing catering room paid daily fee without hotel went hotel encountered situation went hotel stated wanted leave hotel due health problem gentleman reception never understood manager without calling forced stay hotel night demanded payment night demanded payment morning said would give cash morning said would make breakfast well eliminate victimization breakfast poor quality never able see friendly employee could see friendly employee passed officially passed fooled photo recommend,room reserve smell toilet unstoppable next room smell dampness moisture cigarette smell build furnish catering room pay daily fee without hotel go hotel encounter situation go hotel state want leave hotel due health problem gentleman reception never understood manager without call force stay hotel night demand payment night demand payment morning say would give cash morning say would make breakfast well eliminate victimization breakfast poor quality never able see friendly employee could see friendly employee pass officially pass fool photo recommend,4.1,1
NİL HOTEL,Gizem Avci,tr,fiyat bölgeye uygun otel bundadır hizmet ilgi gölgede kalmakta konum akyaka girişinde park problemi m yürüyerek azmaka çarşıya ulaşabilirsiniz odalarda dolap temizlik idare eder düzeyde sıcak su geç geliyor maalesef odamızda balkon yoktu sanıyorum odaya katılmış havasız deniz eşyalarınızı kurutmak problem kahvaltı görselde görebilirsiniz cüzi düzeyde maalesef odalarda azından adet su bulunabilirdi,price suitable region hotel service shadow interest location entrance akyaka parking problem reach azmak bazaar foot closet room cleaning okay unfortunately hot water come late unfortunately balcony room think stuffy sea room problem drying belonging see breakfast image unfortunately could least one water room,price suitable region hotel service shadow interest location entrance akyaka park problem reach azmak bazaar foot closet room clean okay unfortunately hot water late unfortunately balcony room think stuffy sea room problem dry belong see breakfast image unfortunately could least one water room,4.1,4
NİL HOTEL,Hatice ÇELİK,tr,kesinlikle tavsiye etmiyoruz gece gittik oda çok kirliydi lavaboda saç yerlerde saç vardı çarşafta leke gece gittik olabilir dedik temizlik istedik ertesi gün hiçbirşey değişmemiş halının üstü aynı yerler toz içinde şampuan havlu hiçbirşey temizlik yapilsin lütfen dedim yerler çok kirli dedim surat yaptı resepsiyondaki uzun boylu çocuk geldik aynı kalmış şok oldum çıkışta temizlikçiye sordum dün temizlik yaptınız mı evet dedi yanımda çarsafımı yastık kılıfımı götürmenin rahatlığı kalabildim yani hijyen için asla tercih etmeyin konumu manzarasi güzel i̇lgi alaka sıfır,definitely recommend went night room dirty hair sink hair sink hair place stain sheet went night said could asked cleaning next day nothing changed carpet place dust shampoo towel nothing said please clean said floor dirty said made face tall boy reception came stayed shocked asked cleaner exit clean yesterday said able stay comfort taking pillowcase never choose hygiene location beautiful view beautiful interest zero,definitely recommend go night room dirty hair sink hair sink hair place stain sheet go night say could ask clean next day nothing change carpet place dust shampoo towel nothing say please clean say floor dirty say make face tall boy reception come stay shock ask clean exit clean yesterday say able stay comfort take pillowcase never choose hygiene location beautiful view beautiful interest zero,4.1,1
NİL HOTEL,Vedikuyilazhagan Muniraj,en,stayed week like ambiance lobby receptionists friendly helpful lucky pool summer cooks make food nice enjoyable surprised actually customise recipes food menu taste,stayed week like ambiance lobby receptionist friendly helpful lucky pool summer cook make food nice enjoyable surprised actually customise recipe food menu taste,stayed week like ambiance lobby receptionist friendly helpful lucky pool summer cook make food nice enjoyable surprise actually customise recipe food menu taste,4.1,5
NİL HOTEL,Megan Ezer,en,good family nice people good treatmentwill come back,good family nice people good treatment will back,good family nice people good treatment back,4.1,5
NİL HOTEL,Tracey Saleh,en,amazing hotel quiet relaxing friendly staff rooms clean beautiful views rooms kettle fridges also give lifts marmaris day beautiful hotel back,amazing hotel quiet relaxing friendly staff room clean beautiful view room kettle fridge also give lift marmaris day beautiful hotel back,amazing hotel quiet relax friendly staff room clean beautiful view room kettle fridge also give lift marmaris day beautiful hotel back,4.1,5
NİL HOTEL,C A,en,bad treatment unmotivated staff dirty room dirty bathroom toilet,bad treatment unmotivated staff dirty room dirty bathroom toilet,bad treatment unmotivated staff dirty room dirty bathroom toilet,4.1,1
NİL HOTEL,Ramazan Kaan Doğan,en,first made reservation months advance sent money day went holiday told checkin would morning told customers waited called us said room renovated would give us forced us give us another room room damp hairy clean inside bathroom refrigerator room smelly employees friendly literally fought us told refund money give us money hotel never recommend come definitely suffer,first made reservation month advance sent money day went holiday told checkin would morning told customer waited called said room renovated would give forced give another room room damp hairy clean inside bathroom refrigerator room smelly employee friendly literally fought told refund money give money hotel never recommend definitely suffer,first make reservation advance send money day go holiday tell check would morning tell customer wait call say room renovate would give force give another room room damp hairy clean inside bathroom refrigerator room smelly employee friendly literally fought tell refund money give money hotel never recommend definitely suffer,4.1,1
Server Apart Hotel,Ertan Şentürk,tr,ekim ayının arasında konakladım bölgedeki temiz düzenli apart apart işletmecisi mehmet bey yardımcı apart binalarının bölgenin özelliklerine uygun güzel yapısı havuz olanağı bulunuyor konum migros marketinin yanı karşısı araç parkı uygun yerler plaja yaklaşık yürüme mesafesinde sıcak su temiz mutfak imkanı odaların balkonu ana caddede yer almasına gürültü kalabalık yoktu çift yatak konaklama odaları mevcut akyaka bölgesinde konaklama tercih olabilir fiyatı uygun uzak yerler bakımsız temiz konaklama yapmıyorsanız çadırda konaklama yapın farklı apartlara gitmeyin,stayed october month october clean regular apart apart apart operator mehmet bey helpful apart building region accordance characteristic region beautiful structure pool facility available location migros market across side car park suitable place walking distance beach hot water clean kitchen facility balcony room located main street noise crowded double bed accommodation room available accommodation akyaka region may choice accommodation price affordable remote place neglected clean accommodation tent accommodation go different aparts,stayed october october clean regular apart apart apart operator mehmet bey helpful apart build region accordance characteristic region beautiful structure pool facility available location migros market across side car park suitable place walk distance beach hot water clean kitchen facility balcony room locate main street noise crowd double bed accommodation room available accommodation akyaka region may choice accommodation price affordable remote place neglect clean accommodation tent accommodation go different aparts,4.4,5
Server Apart Hotel,Pınar Altunkaynak,tr,şuan otelimizin gününde hala konaklarken yazıyorum gün uzattık kalacağız otelin konumu merkezi yerde ihtiyaçlarınızi karşılayabileceğiniz market pastane atm cafe restoran yürüme mesafesinde havuzu temiz kullanışlı yeterli büyüklük ve oda temiz mutfağında türlü malzeme mevcut sahipleri azmak nehri plaja dk yürüme mesafesi dk araç mesafesi park sıkıntısı yok yatak rahat klima dolap ocak duş sorunsuz çalışıyor merkeze bakan numaralı odada kaldık havuz tarafinda çocuk sesi burayı tercih ettik sizde tercihlerinizi göre şekillendirebilirsiniz fiyat olarakta akyakanın uygunlarından diyebilirim teşekkürler,writing still staying day hotel stay day extended hotel location central location meet need market patisserie atm cafe restaurant within walking distance pool clean useful enough size room clean kitchen kind material available owner azmak river beach walking distance car distance parking shortage bed comfortable air conditioner closet stove shower work smoothly stayed numbered room facing center pool side childrens sound preferred place shape preference according price say price one appropriate one akyakan thanks,write still stay day hotel stay day extend hotel location central location meet need market patisserie atm cafe restaurant within walk distance pool clean useful enough size room clean kitchen kind material available owner azmak river beach walk distance car distance parking shortage bed comfortable air condition closet stove shower work smoothly stay numbered room face center pool side child sound preferred place shape preference accord price say price one appropriate one akyakan thank,4.4,5
Server Apart Hotel,Elif,tr,server apart temiz odaların içinde ihtiyaç duyulan varhavlular çaycı elektrikli ocak çöp poşetleri sabun bulaşık deterjanı vs mevcut odada konakladığım yerdeki önemli yer banyo gittiğim yerlerde bakarim banyosu temizdi uygun fiyatlı konumu merkezde yemek market vs ihtiyaçlar akıllıca seçim havuzu temiz kendim gece havuz bakımı yapılırken şahit oldum sahibi beyefendi gözü gönlü tok beyefendi konuşurken anlamıştım konuda yardımcı sağolsun güler yüzlü karakterli işletme sahipleri kazansın memnun kaldım çevreme tavsiye ettim burda yer araştıran varsa kesinlikle öneririm,server apart clean room needed room towel tea kettle electric cooker garbage bag soap dishwashing detergent important place room stayed room stayed bathroom look place go bathroom clean affordable location center food market need wise choice pool clean witnessed night pool maintenance talking owner gentleman eye hearted full gentleman understood talking gentleman thanks owner friendly character business owner win satisfied recommended environment anyone searching place definitely recommend,server apart clean room need room towel tea kettle electric cooker garbage bag soap dishwashing detergent important place room stay room stayed bathroom look place go bathroom clean affordable location center food market need wise choice pool clean witness night pool maintenance talk owner gentleman eye hearted full gentleman understand talk gentleman thank owner friendly character business owner win satisfy recommended environment anyone search place definitely recommend,4.4,5
Server Apart Hotel,hakan,tr,an tatilimizin son günündeyiz gündür burdayız memnun ayrılacağız otel sahibi mehmet beye teşekkür ederiz güler yüzü yardımseverliği otel konumu cadde üzeri balkondan deniz görünüyor denize m araç park yeri sorun olmadı otelin önü müsait havuz yeterli temiz evin içi temizdi mutfak ta bardaklar yeni gibiydi pırıl pırıl sıcak su sorunsuz klimalar aktif çalışıyor buzdolabı soğutuyo dolaplarda askı olaymış tekrar gelmeyi isterim tabi oteli tercih ederim,last day holiday day leave satisfied thank owner hotel mehmet smiling face helpfulness hotel location street balcony sea look like sea parking space problem front hotel available pool clean enough clean inside house clean kitchen glass like new sparkling hot water without problem air conditioner working actively refrigerator cool cabinet hanger would like would like course prefer hotel,last day holiday day leave satisfy thank owner hotel mehmet smile face helpfulness hotel location street balcony sea look like sea park space problem front hotel available pool clean enough clean inside house clean kitchen glass like new sparkle hot water without problem air condition work actively refrigerator cool cabinet hanger would like would like course prefer hotel,4.4,5
Server Apart Hotel,Historya,tr,konumu güzel migros hemen yanında işletme sahipleri alakadar yardımsever odalar temiz şansımıza çocuk fazla havuzda durmadan zıpladıkları rahatsız edici şezlongda otururken devamlı sıçrayan sulara maruz kalıyorsunuz gelecek kişiler bence okul açıkken düşünmeli şansımıza çocuk bilinmez sonuçta işletmeci ikaz edebilir ailelerin vurdumduymazlığı etken b blok konumu blok havuz tarafına b blok yol tarafına bakıyor havuz isteyenler giriş katı düşünürse çocuk seslerini baz alın manzara seviyorum diyorsanız katlarını tercih edin sonuç güzel temiz aile işletmesi herşeye güzel mekan,location beautiful migros right next business owner interested helpful room clean luckily child constantly jumping pool without stopping pool constantly exposed splashing water sitting uncomfortable sun lounger exposed splashing water sitting sun lounger future people think school open luckily child unknown operator may warn child operator may warn family indifference family factor location b block block look pool side b block look road side want pool consider ground floor take childrens voice basis say love view prefer floor result nice clean family business nice place everything,location beautiful migros right next business owner interested helpful room clean luckily child constantly jump pool without stop pool constantly expose splashing water sit uncomfortable sun lounger expose splashing water sit sun lounger future people think school open luckily child unknown operator may warn child operator may warn family indifference family factor location block block look pool side block look road side want pool consider ground floor take child voice basis say love view prefer floor result nice clean family business nice place everything,4.4,5
Server Apart Hotel,Çağlar Ünal,en,rooms exceptionally clean stayed main building swimming pool behind building barbecue option available guests pool open common use stayed facility nights visit change dirties washed facility nice polite people go akyaka definitely meeting people running facilty,room exceptionally clean stayed main building swimming pool behind building barbecue option available guest pool open common use stayed facility night visit change dirty washed facility nice polite people go akyaka definitely meeting people running facility,room exceptionally clean stay main building swim pool behind building barbecue option available guest pool open common use stayed facility night visit change dirty wash facility nice polite people go akyaka definitely meet people run facility,4.4,5
Server Apart Hotel,Elif Atila,en,recommendable use stay server apart every time visit akyaka clean comfortable rooms perfectly located next supermarkets restaurants parking zones achieve sea feet nice friendly staff members enjoyed stay server apart always leaving satisfied peaceful special thanks mehmet bey kind great human way thanks everything see hopefully soon,recommendable use stay server apart every time visit akyaka clean comfortable room perfectly located next supermarket restaurant parking zone achieve sea foot nice friendly staff member enjoyed stay server apart always leaving satisfied peaceful special thanks mehmet bey kind great human way thanks everything see hopefully soon,recommendable use stay server apart every time visit akyaka clean comfortable room perfectly locate next supermarket restaurant park zone achieve sea foot nice friendly staff member enjoy stay server apart always leave satisfied peaceful special thank mehmet bey kind great human way thank everything see hopefully soon,4.4,5
Server Apart Hotel,GD,en,nice pool flexible pricing,nice pool flexible price,nice pool flexible price,4.4,4
Server Apart Hotel,Milad Quraishi,en,poor room service rude staff,poor room service rude staff,poor room service rude staff,4.4,1
Server Apart Hotel,Ertan Şentürk,en,stayed october cleanest organized apartment area apartment manager mr mehmet helpful apartment buildings beautiful structure suits characteristics region pool facilities terms location next opposite migros market suitable places car parking approximately minute walk beach hot water clean kitchen rooms balconies even though located main street noise crowd variety accommodation rooms available including double single beds may first choice accommodation akyaka region affordable remote places neglected clean staying stay tent go different apartments,stayed october cleanest organized apartment area apartment manager mehmet helpful apartment building beautiful structure suit characteristic region pool facility term location next opposite migros market suitable place car parking approximately minute walk beach hot water clean kitchen room balcony even though located main street noise crowd variety accommodation room available including double single bed may first choice accommodation akyaka region affordable remote place neglected clean staying stay tent go different apartment,stayed october clean organize apartment area apartment manager mehmet helpful apartment build beautiful structure suit characteristic region pool facility term location next opposite migros market suitable place car park approximately minute walk beach hot water clean kitchen room balcony even though locate main street noise crowd variety accommodation room available include double single bed may first choice accommodation akyaka region affordable remote place neglect clean stay stay tent go different apartment,4.4,5
Menteşede Oteller | Karya Apart Otel,Bahadır Arda Durukan,tr,odanın temiz olmaması dışında problem çalışanlar güler yüzlüydü otelin konumu güzel yerde menteşede fiyat performans,problem except room clean staff friendly location hotel good place hinge price performance,problem except room clean staff friendly location hotel good place hinge price performance,3.7,3
Menteşede Oteller | Karya Apart Otel,Selim Acar,tr,odaları temiz mekanı güzel çalışan memnuniyeti ön planda gece konaklama yaptık güler yüzlü personel istediğimiz yere yakın muğla merkez konum güzel sonsuz teşekkürler bol kazançlar dilerim,room clean place beautiful employee satisfaction forefront stayed overnight friendly staff close want stay center muğla location beautiful endless thanks wish plenty earnings,room clean place beautiful employee satisfaction forefront stay overnight friendly staff close want stay center muğla location beautiful endless thank wish plenty earnings,3.7,5
Menteşede Oteller | Karya Apart Otel,Emin Acar,tr,odalar temiz güzel merkezi yer gün konaklama yaptık güzel bulduk personel arkadaşlardan memnun kaldık,room clean nice central place stayed day found nice satisfied staff friend,room clean nice central place stay day find nice satisfied staff friend,3.7,1
Menteşede Oteller | Karya Apart Otel,Mcan Abak,tr,aralık tarihinde saat geç araç kalmadığı gece konaklamak istedik yorumlara güvenerek temizdir dedik gittik havlular temizdi battaniye çarşaflar yastık felaket kokuyordu ödeme yaparken resepsiyon görevlisi beyefendiye odayı temiz mi kontrol gönderdi kalanların dağınıklılığını toplamışlar marmaris akyaka liraya suit oda konaklayacakken pislik yer e lira istemeleri cabasıydı marmaris akyaka bodrum vs çevresinde apartlarda sık konaklayan hayatımın kötü deneyimini yaşadım teşekkürler kayra apart kesinlikle tavsiye etmiyorum fiyat performans elimden gelirse turizm bakanlığına aynı şekilde şikayette bulunacağım gelip son ay içerisinde misafir listemizde isminizi göremedik falan dersiniz bakın mehmet can abak yukarıda tarih verdim tavsiyem hatalı olduğunuzu kabul edip özür dilerseniz gelişirsiniz,wanted stay night late vehicle left december said clean trusting comment went towel clean blanket sheet pillow smelled terrible paying receptionist sent gentleman check whether room clean collected disorganization rest marmaris akyaka lira staying suite room marmaris akyaka basement mention fact wanted lira filthy place bad experience life often stayed apartment around kayra apart thank kayra apart definitely recommend price performance complain ministry tourism way say could see name guest list last month see mehmet abak gave date advice accept wrong apologize improve,want stay night late vehicle leave december say clean trust comment go towel clean blanket sheet pillow smell terrible pay receptionist send gentleman check whether room clean collect disorganization rest marmaris akyaka stay suite room marmaris akyaka basement mention fact want filthy place bad experience life often stay apartment around kayra apart thank kayra apart definitely recommend price performance complain ministry tourism way say could see name guest list last see mehmet abak give date advice accept wrong apologize improve,3.7,1
Menteşede Oteller | Karya Apart Otel,Mervan Aykut,tr,eski arastada tarihi katlı yer gün kaldık gün çarşaf degişimi istedik çalışan arkadaşlar sağolsunlar odayı tertemiz yaptılar gün etraftaki pansiyonlara havlu tuvalet kağıdı şampuan hepsini günlük tamamlıyorlar kat oldugu yoldan ses geliyor rahatsız etmedi,stayed arastada historical storey place day stayed day asked change sheet thanks friend worked room made room spotlessly clean day around pension towel toilet paper shampoo complete daily sound road floor located disturb sound coming road,stay arastada historical storey place day stay day ask change sheet thank friend work room make room spotlessly clean day around pension towel toilet paper shampoo complete daily sound road floor locate disturb sound come road,3.7,4
Menteşede Oteller | Karya Apart Otel,ASHRAF EZZI,en,sample inside dirty old someone talking outside listening everything bad choice,sample inside dirty someone talking outside listening everything bad choice,sample inside dirty someone talk outside listen everything bad choice,3.7,1
Menteşede Oteller | Karya Apart Otel,Amasyali Tayfun,en,good room service,good room service,good room service,3.7,4
Menteşede Oteller | Karya Apart Otel,StaBiL “ZaFeRr” LiFe,en,perfect,perfect,perfect,3.7,5
Menteşede Oteller | Karya Apart Otel,Bahadır Arda Durukan,en,problem room clean staff friendly location hotel nice price performance good place,problem room clean staff friendly location hotel nice price performance good place,problem room clean staff friendly location hotel nice price performance good place,3.7,3
Menteşede Oteller | Karya Apart Otel,Selim Acar,en,rooms clean place nice employee satisfaction forefront stayed nights friendly staff close everywhere wanted muğla center good location thank much wish good luck,room clean place nice employee satisfaction forefront stayed night friendly staff close everywhere wanted muğla center good location thank much wish good luck,room clean place nice employee satisfaction forefront stay night friendly staff close everywhere want muğla center good location thank much wish good luck,3.7,5
Hotel Yalçın,Kübra Özgüner,tr,gece gün konakladık sessiz huzurlu samimi otel konforu sunuyor çalışanların ilgisi yardımları teşekkür ederiz rahat edebilmemiz ellerinden gelen özeni gösterdiler konumu şehrin yürüyerek ulaşmak mümkün kahvaltısı yeterli doyurucuydu odaların lavabolarin temizliği kusursuzdu odada klima buzdolabı mevcuttu odamızın balkonu genişti ön tarafa bakiyordu güzel manzarasının tadını çıkardık araç park yeri bulunmuyor otelin yan sokaklarında daim yer bulabilmek mümkün memnun ayrıldık tekrar görüşebilmek dileğiyle,stayed overnight quiet peaceful friendly hotel offer comfort hotel attention employee thank help thank help showed best care make comfortable location city possible reach foot breakfast sufficient breakfast satisfying cleanliness room perfect air conditioner refrigerator available room balcony room large facing front side enjoyed beautiful view car parking lot available possible find place side street hotel satisfied wish see,stay overnight quiet peaceful friendly hotel offer comfort hotel attention employee thank help thank help show best care make comfortable location city possible reach foot breakfast sufficient breakfast satisfy cleanliness room perfect air condition refrigerator available room balcony room large face front side enjoy beautiful view car parking lot available possible find place side street hotel satisfy wish see,4.3,5
Hotel Yalçın,Red Mask,tr,şehir içi oteli sanırım firma misafirlerine hizmet veriyor yıldızlı otelmiş sanırım bakımsızlıktan yavaş yavaş çürümeye terk edilmiş otel kaldığım odada masa kırıktı üzerindeki kaplamalar kalkmıştı otelde öncede kalmıştım benzer farlklı bozulmalar mevcuttu,think city hotel think serf guest company think star hotel think hotel left slowly decay due neglect table broken room stayed coating removed stayed hotel similar different deterioration,think city hotel think serf guest company think star hotel think hotel leave slowly decay due neglect table broken room stay coat remove stayed hotel similar different deterioration,4.3,3
Hotel Yalçın,KADİR GÜLER,tr,odayı temiz bulmakla gece giriş yaptığım görevli ilgisizdi klimanın faydası yoktu görevliye söylememize düzeltilmedi dışarı odadan serindi gece sıcak uyuyamadım kaldığım aynı ayarda otellerin pahalısıydı tekrar kalacağımı düşünmüyorum,attendant checked night finding room clean uninterested air conditioner help corrected tell attendant cool outside room could sleep hot night expensive hotel setting stayed think stay,attendant check night find room clean uninterested air condition help correct tell attendant cool outside room could sleep hot night expensive hotel set stayed think stay,4.3,3
Hotel Yalçın,Gültekin H,tr,günübirlik ailecek konakladığımız muğlada tercih ettiğimiz oteldi i̇lgi alakaları nazik seviyeliydi resepsiyondaki beyefendiden oda içecek hizmetlerine bakan hanımefendiye otel sahibi beyefendiye yardımcı oldular çarşı merkezindeki otelimizden muğlada gezilecek yere yürüyerek ulaştık araç otel önü yan sokaklarda park yerleri mevcut kahvaltı hizmetleri mevcut doyurucu biten ürünü anında takviye ediyorlardı sürekli çay sıcak su kahve ikramı mevcut odalar temizdi sıcak su imkanı odada klima mevcut kısacası işini güzel yapmaya çalışan insana değer veren güvenilir müessesedir her birine teşekkür ediyoruz,hotel preferred muğla stayed family day interest kind level gentleman reception desk lady looked room beverage service hotel owner helped gentleman gentleman reception desk lady looked room beverage service hotel owner helped gentleman hotel center bazaar reached place visited mugla foot reached place visited foot parking space side street front hotel parking space front hotel breakfast service satisfying breakfast service instantly reinforcing finished product constantly reinforcing finished product constantly reinforcing product constantly offering tea hot water coffee room clean hot water hot water air conditioner room short reliable establishment value people try job well thank,hotel prefer muğla stayed family day interest kind level gentleman reception desk lady look room beverage service hotel owner help gentleman gentleman reception desk lady look room beverage service hotel owner help gentleman hotel center bazaar reach place visit muğla foot reach place visited foot park space side street front hotel park space front hotel breakfast service satisfy breakfast service instantly reinforce finish product constantly reinforce finish product constantly reinforce product constantly offer tea hot water coffee room clean hot water hot water air condition room short reliable establishment value people try job well thank,4.3,5
Hotel Yalçın,GOHAR SEYEDI,tr,muğlanın şehir merkezinde odalar tertemiz çalışanlar fiyatları uygun herkese tavsiye ederim misafirperverliği hayati beye teşekkür ederim selamlar,city center mugla room immaculate employee price affordable recommend everyone hospitality thank hayati greeting,city center muğla room immaculate employee price affordable recommend everyone hospitality thank hayati greet,4.3,5
Hotel Yalçın,Y Sr,en,nice breakfast high quality ambient,nice breakfast high quality ambient,nice breakfast high quality ambient,4.3,4
Hotel Yalçın,Mohammad Wadi Mari,en,great staying friendly nice staff,great staying friendly nice staff,great stay friendly nice staff,4.3,5
Hotel Yalçın,Aydın Aliş,en,perfect,perfect,perfect,4.3,5
Hotel Yalçın,İbrahim Tolgay Kerimoglu,en,super,super,super,4.3,5
Hotel Yalçın,Kübra Özgüner,en,stayed nights days offers comfort quiet peaceful friendly hotel first would like thank staff interest help best make us comfortable location good possible reach every part city walking breakfast sufficient satisfying cleanliness rooms sinks perfect room air conditioning refrigerator balcony room large facing front enjoyed beautiful view car parking place always possible find place side streets hotel left satisfied hope see,stayed night day offer comfort quiet peaceful friendly hotel first would like thank staff interest help best make comfortable location good possible reach every part city walking breakfast sufficient satisfying cleanliness room sink perfect room air conditioner refrigerator balcony room large facing front enjoyed beautiful view car parking place always possible find place side street hotel left satisfied hope see,stayed night day offer comfort quiet peaceful friendly hotel first would like thank staff interest help best make comfortable location good possible reach every part city walk breakfast sufficient satisfy cleanliness room sink perfect room air condition refrigerator balcony room large face front enjoy beautiful view car park place always possible find place side street hotel leave satisfied hope see,4.3,5
Lacivert Otel Akyaka,Nihal ATan,tr,konum akyaka merkezde uyumak otele gelebilirsiniz uyumak tutmuştuk ihtiyacımızı karşıladı yakınında eğlence mekanı ses geliyor müziği bitiriyorlar oda temiz dar uyuyacaksanız merkezi yer arıyorsanız kalabilirsiniz aracınız varsa metre uzaklığa park edebilirsiniz otelin sokağı dar,location akyaka center sleep center hotel hotel sleep hired sleep met need near entertainment venue sound come music finish room clean narrow looking central place sleep stay car park meter away hotel street narrow,location akyaka center sleep center hotel hotel sleep hire sleep meet need near entertainment venue sound music finish room clean narrow look central place sleep stay car park meter away hotel street narrow,4.8,4
Lacivert Otel Akyaka,cem trzi,tr,akyakada çarşının içerisinde butik pansiyon aslında müstakil bina ufak bahçesi oturmalık mekan sahibi tatlı yardımsever teyzemiz torunuyla işletiyor kibarlar odalar gerçekten temiz kalmalık kahvaltı vs çarşının içi kahvaltı yemek alamazsınız gecelik oda fiyatı yüksek pişman olmazsınız tavsiye ediyorum ankaraya dönerken pazar sabahi teyzemiz kahvalti ederken ısrarla çay simit peynir yememi istedi teşekkür ettim samimiyeti gerçekten güzeldi,boutique pension bazaar akyakada boutique pension fact detached building small garden sit small garden owner place sweet helpful aunt run granddaughter polite room really clean room really clean breakfast really clean cant eat breakfast bazaar cant eat breakfast bazaar room price per night high wont regret recommend returning ankara sunday morning aunt insistently asked eat tea bagel cheese breakfast thanked sincerity really nice,boutique pension bazaar akyaka boutique pension fact detach build small garden sit small garden owner place sweet helpful aunt run granddaughter polite room really clean room really clean breakfast really clean not eat breakfast bazaar not eat breakfast bazaar room price per night high not regret recommend return ankara sunday morning aunt insistently ask eat tea bagel cheese breakfast thank sincerity really nice,4.8,5
Lacivert Otel Akyaka,hasan deniz,tr,akyaka merkezde çarşı içinde denize metre uzaklıkta şirin mekan navigasyonla gelenler sokak trafiğe kapalı gözüktüğü önüne gelemeyebilir araçla önüne gelebiliyorsunuz odalar temiz wifi kendimizi güvende hissettiğimiz mekanda bahçede keyifli dakikalar geçirdik ablamıza caner beye son zamanlarda görmeyi özlediğimiz samimiyetleri gülen yüzleri teşekkürler,akyaka center bazaar center sea meter away cute place navigation may able front street seems closed traffic front vehicle room clean wifi garden place feel safe spent pleasant moment garden sister caner beye recently miss see sincerity smiling face thank,akyaka center bazaar center sea meter away cute place navigation may able front street seem closed traffic front vehicle room clean wifi garden place feel safe spent pleasant moment garden sister caner beye recently miss see sincerity smile face thank,4.8,5
