hotel_name,aspect,sentiment
Server Apart Hotel,pool_beach,positive
Server Apart Hotel,breakfast_quality,positive
Server Apart Hotel,cleanliness,positive
Server Apart Hotel,room_facilities,positive
Server Apart Hotel,pool_beach,positive
Server Apart Hotel,breakfast_quality,positive
Server Apart Hotel,cleanliness,positive
Server Apart Hotel,room_facilities,positive
Server Apart Hotel,pool_beach,negative
Server Apart Hotel,breakfast_quality,negative
Server Apart Hotel,cleanliness,negative
Server Apart Hotel,room_facilities,negative
Server Apart Hotel,pool_beach,positive
Server Apart Hotel,breakfast_quality,positive
Server Apart Hotel,cleanliness,positive
Server Apart Hotel,room_facilities,positive
Menteşede Oteller | Karya Apart Otel,pool_beach,positive
Menteşede Oteller | Karya Apart Otel,breakfast_quality,positive
Menteşede Oteller | Karya Apart Otel,cleanliness,positive
Menteşede Oteller | Karya Apart Otel,room_facilities,positive
Menteşede Oteller | Karya Apart Otel,pool_beach,positive
Menteşede Oteller | Karya Apart Otel,breakfast_quality,positive
Menteşede Oteller | Karya Apart Otel,cleanliness,positive
Menteşede Oteller | Karya Apart Otel,room_facilities,positive
Menteşede Oteller | Karya Apart Otel,pool_beach,positive
Menteşede Oteller | Karya Apart Otel,breakfast_quality,positive
Menteşede Oteller | Karya Apart Otel,cleanliness,positive
Menteşede Oteller | Karya Apart Otel,room_facilities,positive
Menteşede Oteller | Karya Apart Otel,pool_beach,negative
Menteşede Oteller | Karya Apart Otel,breakfast_quality,negative
Menteşede Oteller | Karya Apart Otel,cleanliness,negative
Menteşede Oteller | Karya Apart Otel,room_facilities,neutral
Menteşede Oteller | Karya Apart Otel,pool_beach,positive
Menteşede Oteller | Karya Apart Otel,breakfast_quality,positive
Menteşede Oteller | Karya Apart Otel,cleanliness,positive
Menteşede Oteller | Karya Apart Otel,room_facilities,positive
Menteşede Oteller | Karya Apart Otel,pool_beach,negative
Menteşede Oteller | Karya Apart Otel,breakfast_quality,negative
Menteşede Oteller | Karya Apart Otel,cleanliness,negative
Menteşede Oteller | Karya Apart Otel,room_facilities,negative
Menteşede Oteller | Karya Apart Otel,pool_beach,positive
Menteşede Oteller | Karya Apart Otel,breakfast_quality,positive
Menteşede Oteller | Karya Apart Otel,cleanliness,positive
Menteşede Oteller | Karya Apart Otel,room_facilities,positive
Menteşede Oteller | Karya Apart Otel,pool_beach,positive
Menteşede Oteller | Karya Apart Otel,breakfast_quality,positive
Menteşede Oteller | Karya Apart Otel,cleanliness,positive
Menteşede Oteller | Karya Apart Otel,room_facilities,positive
Menteşede Oteller | Karya Apart Otel,pool_beach,positive
Menteşede Oteller | Karya Apart Otel,breakfast_quality,positive
Menteşede Oteller | Karya Apart Otel,cleanliness,positive
Menteşede Oteller | Karya Apart Otel,room_facilities,positive
Menteşede Oteller | Karya Apart Otel,pool_beach,positive
Menteşede Oteller | Karya Apart Otel,breakfast_quality,positive
Menteşede Oteller | Karya Apart Otel,cleanliness,positive
Menteşede Oteller | Karya Apart Otel,room_facilities,positive
Hotel Yalçın,pool_beach,positive
Hotel Yalçın,breakfast_quality,positive
Hotel Yalçın,cleanliness,positive
Hotel Yalçın,room_facilities,positive
Hotel Yalçın,pool_beach,negative
Hotel Yalçın,breakfast_quality,negative
Hotel Yalçın,cleanliness,negative
Hotel Yalçın,room_facilities,negative
Hotel Yalçın,pool_beach,positive
Hotel Yalçın,breakfast_quality,positive
Hotel Yalçın,cleanliness,positive
Hotel Yalçın,room_facilities,positive
Hotel Yalçın,pool_beach,positive
Hotel Yalçın,breakfast_quality,positive
Hotel Yalçın,cleanliness,positive
Hotel Yalçın,room_facilities,positive
Hotel Yalçın,pool_beach,positive
Hotel Yalçın,breakfast_quality,positive
Hotel Yalçın,cleanliness,positive
Hotel Yalçın,room_facilities,positive
Hotel Yalçın,pool_beach,positive
Hotel Yalçın,breakfast_quality,positive
Hotel Yalçın,cleanliness,positive
Hotel Yalçın,room_facilities,positive
Hotel Yalçın,pool_beach,positive
Hotel Yalçın,breakfast_quality,positive
Hotel Yalçın,cleanliness,positive
Hotel Yalçın,room_facilities,positive
Hotel Yalçın,pool_beach,positive
Hotel Yalçın,breakfast_quality,positive
Hotel Yalçın,cleanliness,positive
Hotel Yalçın,room_facilities,positive
Hotel Yalçın,pool_beach,positive
Hotel Yalçın,breakfast_quality,positive
Hotel Yalçın,cleanliness,positive
Hotel Yalçın,room_facilities,positive
Hotel Yalçın,pool_beach,positive
Hotel Yalçın,breakfast_quality,positive
Hotel Yalçın,cleanliness,positive
Hotel Yalçın,room_facilities,positive
Lacivert Otel Akyaka,pool_beach,positive
Lacivert Otel Akyaka,breakfast_quality,positive
Lacivert Otel Akyaka,cleanliness,positive
Lacivert Otel Akyaka,room_facilities,positive
Lacivert Otel Akyaka,pool_beach,positive
Lacivert Otel Akyaka,breakfast_quality,positive
Lacivert Otel Akyaka,cleanliness,positive
Lacivert Otel Akyaka,room_facilities,positive
Lacivert Otel Akyaka,pool_beach,positive
Lacivert Otel Akyaka,breakfast_quality,positive
Lacivert Otel Akyaka,cleanliness,positive
Lacivert Otel Akyaka,room_facilities,positive
Lacivert Otel Akyaka,pool_beach,positive
Lacivert Otel Akyaka,breakfast_quality,positive
Lacivert Otel Akyaka,cleanliness,positive
Lacivert Otel Akyaka,room_facilities,positive
Lacivert Otel Akyaka,pool_beach,positive
Lacivert Otel Akyaka,breakfast_quality,positive
Lacivert Otel Akyaka,cleanliness,positive
Lacivert Otel Akyaka,room_facilities,negative
Lacivert Otel Akyaka,pool_beach,positive
Lacivert Otel Akyaka,breakfast_quality,positive
Lacivert Otel Akyaka,cleanliness,positive
Lacivert Otel Akyaka,room_facilities,positive
Lacivert Otel Akyaka,pool_beach,neutral
Lacivert Otel Akyaka,breakfast_quality,neutral
Lacivert Otel Akyaka,cleanliness,positive
Lacivert Otel Akyaka,room_facilities,neutral
Lacivert Otel Akyaka,pool_beach,neutral
Lacivert Otel Akyaka,breakfast_quality,neutral
Lacivert Otel Akyaka,cleanliness,positive
Lacivert Otel Akyaka,room_facilities,positive
Lacivert Otel Akyaka,pool_beach,positive
Lacivert Otel Akyaka,breakfast_quality,positive
Lacivert Otel Akyaka,cleanliness,positive
Lacivert Otel Akyaka,room_facilities,positive
Lacivert Otel Akyaka,pool_beach,positive
Lacivert Otel Akyaka,breakfast_quality,positive
Lacivert Otel Akyaka,cleanliness,positive
Lacivert Otel Akyaka,room_facilities,positive
İzethan Hotel,pool_beach,positive
İzethan Hotel,breakfast_quality,positive
İzethan Hotel,cleanliness,positive
İzethan Hotel,room_facilities,positive
İzethan Hotel,pool_beach,negative
İzethan Hotel,breakfast_quality,negative
İzethan Hotel,cleanliness,negative
İzethan Hotel,room_facilities,negative
İzethan Hotel,pool_beach,positive
İzethan Hotel,breakfast_quality,positive
İzethan Hotel,cleanliness,positive
İzethan Hotel,room_facilities,positive
İzethan Hotel,pool_beach,positive
İzethan Hotel,breakfast_quality,positive
İzethan Hotel,cleanliness,positive
İzethan Hotel,room_facilities,positive
İzethan Hotel,pool_beach,neutral
İzethan Hotel,breakfast_quality,neutral
İzethan Hotel,cleanliness,positive
İzethan Hotel,room_facilities,neutral
İzethan Hotel,pool_beach,positive
İzethan Hotel,breakfast_quality,positive
İzethan Hotel,cleanliness,positive
İzethan Hotel,room_facilities,positive
İzethan Hotel,pool_beach,positive
İzethan Hotel,breakfast_quality,positive
İzethan Hotel,cleanliness,positive
İzethan Hotel,room_facilities,neutral
İzethan Hotel,pool_beach,positive
İzethan Hotel,breakfast_quality,positive
İzethan Hotel,cleanliness,positive
İzethan Hotel,room_facilities,positive
İzethan Hotel,pool_beach,positive
İzethan Hotel,breakfast_quality,positive
İzethan Hotel,cleanliness,positive
İzethan Hotel,room_facilities,neutral
İzethan Hotel,pool_beach,positive
İzethan Hotel,breakfast_quality,positive
İzethan Hotel,cleanliness,positive
İzethan Hotel,room_facilities,positive
YAKABÜK TİNY HOUSE PANSİYON,pool_beach,positive
YAKABÜK TİNY HOUSE PANSİYON,breakfast_quality,positive
YAKABÜK TİNY HOUSE PANSİYON,cleanliness,positive
YAKABÜK TİNY HOUSE PANSİYON,room_facilities,positive
YAKABÜK TİNY HOUSE PANSİYON,pool_beach,positive
YAKABÜK TİNY HOUSE PANSİYON,breakfast_quality,positive
YAKABÜK TİNY HOUSE PANSİYON,cleanliness,positive
YAKABÜK TİNY HOUSE PANSİYON,room_facilities,positive
YAKABÜK TİNY HOUSE PANSİYON,pool_beach,positive
YAKABÜK TİNY HOUSE PANSİYON,breakfast_quality,positive
YAKABÜK TİNY HOUSE PANSİYON,cleanliness,positive
YAKABÜK TİNY HOUSE PANSİYON,room_facilities,positive
YAKABÜK TİNY HOUSE PANSİYON,pool_beach,positive
YAKABÜK TİNY HOUSE PANSİYON,breakfast_quality,positive
YAKABÜK TİNY HOUSE PANSİYON,cleanliness,positive
YAKABÜK TİNY HOUSE PANSİYON,room_facilities,positive
YAKABÜK TİNY HOUSE PANSİYON,pool_beach,positive
YAKABÜK TİNY HOUSE PANSİYON,breakfast_quality,positive
YAKABÜK TİNY HOUSE PANSİYON,cleanliness,positive
YAKABÜK TİNY HOUSE PANSİYON,room_facilities,positive
YAKABÜK TİNY HOUSE PANSİYON,pool_beach,positive
YAKABÜK TİNY HOUSE PANSİYON,breakfast_quality,positive
YAKABÜK TİNY HOUSE PANSİYON,cleanliness,positive
YAKABÜK TİNY HOUSE PANSİYON,room_facilities,positive
YAKABÜK TİNY HOUSE PANSİYON,pool_beach,positive
YAKABÜK TİNY HOUSE PANSİYON,breakfast_quality,positive
YAKABÜK TİNY HOUSE PANSİYON,cleanliness,positive
YAKABÜK TİNY HOUSE PANSİYON,room_facilities,positive
YAKABÜK TİNY HOUSE PANSİYON,pool_beach,positive
YAKABÜK TİNY HOUSE PANSİYON,breakfast_quality,positive
YAKABÜK TİNY HOUSE PANSİYON,cleanliness,positive
YAKABÜK TİNY HOUSE PANSİYON,room_facilities,positive
YAKABÜK TİNY HOUSE PANSİYON,pool_beach,positive
YAKABÜK TİNY HOUSE PANSİYON,breakfast_quality,positive
YAKABÜK TİNY HOUSE PANSİYON,cleanliness,positive
YAKABÜK TİNY HOUSE PANSİYON,room_facilities,positive
YAKABÜK TİNY HOUSE PANSİYON,pool_beach,positive
YAKABÜK TİNY HOUSE PANSİYON,breakfast_quality,positive
YAKABÜK TİNY HOUSE PANSİYON,cleanliness,positive
YAKABÜK TİNY HOUSE PANSİYON,room_facilities,positive
Fabric Otel Akyaka,pool_beach,positive
Fabric Otel Akyaka,breakfast_quality,positive
Fabric Otel Akyaka,cleanliness,positive
Fabric Otel Akyaka,room_facilities,positive
Fabric Otel Akyaka,pool_beach,positive
Fabric Otel Akyaka,breakfast_quality,positive
Fabric Otel Akyaka,cleanliness,positive
Fabric Otel Akyaka,room_facilities,positive
Fabric Otel Akyaka,pool_beach,positive
Fabric Otel Akyaka,breakfast_quality,negative
Fabric Otel Akyaka,cleanliness,negative
Fabric Otel Akyaka,room_facilities,negative
Fabric Otel Akyaka,pool_beach,positive
Fabric Otel Akyaka,breakfast_quality,positive
Fabric Otel Akyaka,cleanliness,positive
Fabric Otel Akyaka,room_facilities,positive
Fabric Otel Akyaka,pool_beach,positive
Fabric Otel Akyaka,breakfast_quality,positive
Fabric Otel Akyaka,cleanliness,positive
Fabric Otel Akyaka,room_facilities,positive
Fabric Otel Akyaka,pool_beach,positive
Fabric Otel Akyaka,breakfast_quality,positive
Fabric Otel Akyaka,cleanliness,positive
Fabric Otel Akyaka,room_facilities,positive
Fabric Otel Akyaka,pool_beach,negative
Fabric Otel Akyaka,breakfast_quality,negative
Fabric Otel Akyaka,cleanliness,negative
Fabric Otel Akyaka,room_facilities,neutral
Fabric Otel Akyaka,pool_beach,positive
Fabric Otel Akyaka,breakfast_quality,positive
Fabric Otel Akyaka,cleanliness,positive
Fabric Otel Akyaka,room_facilities,positive
Fabric Otel Akyaka,pool_beach,neutral
Fabric Otel Akyaka,breakfast_quality,negative
Fabric Otel Akyaka,cleanliness,negative
Fabric Otel Akyaka,room_facilities,negative
Fabric Otel Akyaka,pool_beach,positive
Fabric Otel Akyaka,breakfast_quality,positive
Fabric Otel Akyaka,cleanliness,positive
Fabric Otel Akyaka,room_facilities,positive
HAFIZOĞLU OTEL,pool_beach,positive
HAFIZOĞLU OTEL,breakfast_quality,positive
HAFIZOĞLU OTEL,cleanliness,positive
HAFIZOĞLU OTEL,room_facilities,positive
HAFIZOĞLU OTEL,pool_beach,positive
HAFIZOĞLU OTEL,breakfast_quality,positive
HAFIZOĞLU OTEL,cleanliness,positive
HAFIZOĞLU OTEL,room_facilities,positive
Akyaka Azmak Apart,pool_beach,negative
Akyaka Azmak Apart,breakfast_quality,negative
Akyaka Azmak Apart,cleanliness,negative
Akyaka Azmak Apart,room_facilities,negative
Akyaka Azmak Apart,pool_beach,positive
Akyaka Azmak Apart,breakfast_quality,positive
Akyaka Azmak Apart,cleanliness,positive
Akyaka Azmak Apart,room_facilities,positive
Akyaka Azmak Apart,pool_beach,positive
Akyaka Azmak Apart,breakfast_quality,positive
Akyaka Azmak Apart,cleanliness,positive
Akyaka Azmak Apart,room_facilities,positive
Akyaka Azmak Apart,pool_beach,positive
Akyaka Azmak Apart,breakfast_quality,positive
Akyaka Azmak Apart,cleanliness,positive
Akyaka Azmak Apart,room_facilities,positive
Akyaka Azmak Apart,pool_beach,positive
Akyaka Azmak Apart,breakfast_quality,positive
Akyaka Azmak Apart,cleanliness,positive
Akyaka Azmak Apart,room_facilities,positive
Akyaka Azmak Apart,pool_beach,positive
Akyaka Azmak Apart,breakfast_quality,positive
Akyaka Azmak Apart,cleanliness,positive
Akyaka Azmak Apart,room_facilities,positive
Akyaka Azmak Apart,pool_beach,positive
Akyaka Azmak Apart,breakfast_quality,positive
Akyaka Azmak Apart,cleanliness,positive
Akyaka Azmak Apart,room_facilities,positive
Akyaka Azmak Apart,pool_beach,positive
Akyaka Azmak Apart,breakfast_quality,positive
Akyaka Azmak Apart,cleanliness,positive
Akyaka Azmak Apart,room_facilities,positive
Akyaka Azmak Apart,pool_beach,positive
Akyaka Azmak Apart,breakfast_quality,positive
Akyaka Azmak Apart,cleanliness,positive
Akyaka Azmak Apart,room_facilities,positive
Akyaka Azmak Apart,pool_beach,neutral
Akyaka Azmak Apart,breakfast_quality,neutral
Akyaka Azmak Apart,cleanliness,neutral
Akyaka Azmak Apart,room_facilities,neutral
Tuncer Otel,pool_beach,positive
Tuncer Otel,breakfast_quality,positive
Tuncer Otel,cleanliness,positive
Tuncer Otel,room_facilities,positive
Tuncer Otel,pool_beach,positive
Tuncer Otel,breakfast_quality,positive
Tuncer Otel,cleanliness,positive
Tuncer Otel,room_facilities,positive
Tuncer Otel,pool_beach,positive
Tuncer Otel,breakfast_quality,positive
Tuncer Otel,cleanliness,positive
Tuncer Otel,room_facilities,positive
Tuncer Otel,pool_beach,positive
Tuncer Otel,breakfast_quality,positive
Tuncer Otel,cleanliness,positive
Tuncer Otel,room_facilities,positive
Tuncer Otel,pool_beach,positive
Tuncer Otel,breakfast_quality,positive
Tuncer Otel,cleanliness,positive
Tuncer Otel,room_facilities,positive
Tuncer Otel,pool_beach,positive
Tuncer Otel,breakfast_quality,positive
Tuncer Otel,cleanliness,positive
Tuncer Otel,room_facilities,positive
Tuncer Otel,pool_beach,positive
Tuncer Otel,breakfast_quality,positive
Tuncer Otel,cleanliness,positive
Tuncer Otel,room_facilities,positive
Tuncer Otel,pool_beach,positive
Tuncer Otel,breakfast_quality,positive
Tuncer Otel,cleanliness,positive
Tuncer Otel,room_facilities,positive
Tuncer Otel,pool_beach,positive
Tuncer Otel,breakfast_quality,positive
Tuncer Otel,cleanliness,positive
Tuncer Otel,room_facilities,positive
Tuncer Otel,pool_beach,positive
Tuncer Otel,breakfast_quality,positive
Tuncer Otel,cleanliness,positive
Tuncer Otel,room_facilities,positive
Gokturk Otel,pool_beach,positive
Gokturk Otel,breakfast_quality,positive
Gokturk Otel,cleanliness,positive
Gokturk Otel,room_facilities,positive
Gokturk Otel,pool_beach,negative
Gokturk Otel,breakfast_quality,negative
Gokturk Otel,cleanliness,negative
Gokturk Otel,room_facilities,neutral
Gokturk Otel,pool_beach,neutral
Gokturk Otel,breakfast_quality,neutral
Gokturk Otel,cleanliness,negative
Gokturk Otel,room_facilities,neutral
Gokturk Otel,pool_beach,positive
Gokturk Otel,breakfast_quality,positive
Gokturk Otel,cleanliness,positive
Gokturk Otel,room_facilities,positive
Gokturk Otel,pool_beach,neutral
Gokturk Otel,breakfast_quality,neutral
Gokturk Otel,cleanliness,neutral
Gokturk Otel,room_facilities,neutral
Gokturk Otel,pool_beach,positive
Gokturk Otel,breakfast_quality,positive
Gokturk Otel,cleanliness,positive
Gokturk Otel,room_facilities,positive
Gokturk Otel,pool_beach,positive
Gokturk Otel,breakfast_quality,positive
Gokturk Otel,cleanliness,positive
Gokturk Otel,room_facilities,positive
Gokturk Otel,pool_beach,positive
Gokturk Otel,breakfast_quality,positive
Gokturk Otel,cleanliness,positive
Gokturk Otel,room_facilities,positive
Gokturk Otel,pool_beach,positive
Gokturk Otel,breakfast_quality,positive
Gokturk Otel,cleanliness,positive
Gokturk Otel,room_facilities,positive
Gokturk Otel,pool_beach,positive
Gokturk Otel,breakfast_quality,positive
Gokturk Otel,cleanliness,positive
Gokturk Otel,room_facilities,positive
Yenice Vadi,pool_beach,positive
Yenice Vadi,breakfast_quality,positive
Yenice Vadi,cleanliness,positive
Yenice Vadi,room_facilities,positive
Yenice Vadi,pool_beach,negative
Yenice Vadi,breakfast_quality,negative
Yenice Vadi,cleanliness,negative
Yenice Vadi,room_facilities,negative
Yenice Vadi,pool_beach,negative
Yenice Vadi,breakfast_quality,negative
Yenice Vadi,cleanliness,negative
Yenice Vadi,room_facilities,neutral
Yenice Vadi,pool_beach,positive
Yenice Vadi,breakfast_quality,positive
Yenice Vadi,cleanliness,positive
Yenice Vadi,room_facilities,positive
Yenice Vadi,pool_beach,positive
Yenice Vadi,breakfast_quality,positive
Yenice Vadi,cleanliness,positive
Yenice Vadi,room_facilities,positive
Yenice Vadi,pool_beach,positive
Yenice Vadi,breakfast_quality,positive
Yenice Vadi,cleanliness,positive
Yenice Vadi,room_facilities,neutral
Yenice Vadi,pool_beach,positive
Yenice Vadi,breakfast_quality,neutral
Yenice Vadi,cleanliness,positive
Yenice Vadi,room_facilities,positive
Yenice Vadi,pool_beach,positive
Yenice Vadi,breakfast_quality,positive
Yenice Vadi,cleanliness,positive
Yenice Vadi,room_facilities,positive
Yenice Vadi,pool_beach,positive
Yenice Vadi,breakfast_quality,positive
Yenice Vadi,cleanliness,positive
Yenice Vadi,room_facilities,positive
Yenice Vadi,pool_beach,positive
Yenice Vadi,breakfast_quality,positive
Yenice Vadi,cleanliness,positive
Yenice Vadi,room_facilities,positive
Yakabük Otel & Restaurant,pool_beach,positive
Yakabük Otel & Restaurant,breakfast_quality,positive
Yakabük Otel & Restaurant,cleanliness,positive
Yakabük Otel & Restaurant,room_facilities,positive
Yakabük Otel & Restaurant,pool_beach,positive
Yakabük Otel & Restaurant,breakfast_quality,positive
Yakabük Otel & Restaurant,cleanliness,positive
Yakabük Otel & Restaurant,room_facilities,positive
Yakabük Otel & Restaurant,pool_beach,positive
Yakabük Otel & Restaurant,breakfast_quality,positive
Yakabük Otel & Restaurant,cleanliness,positive
Yakabük Otel & Restaurant,room_facilities,positive
Yakabük Otel & Restaurant,pool_beach,positive
Yakabük Otel & Restaurant,breakfast_quality,positive
Yakabük Otel & Restaurant,cleanliness,positive
Yakabük Otel & Restaurant,room_facilities,positive
Yakabük Otel & Restaurant,pool_beach,positive
Yakabük Otel & Restaurant,breakfast_quality,positive
Yakabük Otel & Restaurant,cleanliness,positive
Yakabük Otel & Restaurant,room_facilities,positive
Yakabük Otel & Restaurant,pool_beach,negative
Yakabük Otel & Restaurant,breakfast_quality,negative
Yakabük Otel & Restaurant,cleanliness,negative
Yakabük Otel & Restaurant,room_facilities,neutral
Yakabük Otel & Restaurant,pool_beach,positive
Yakabük Otel & Restaurant,breakfast_quality,positive
Yakabük Otel & Restaurant,cleanliness,positive
Yakabük Otel & Restaurant,room_facilities,negative
Yakabük Otel & Restaurant,pool_beach,positive
Yakabük Otel & Restaurant,breakfast_quality,positive
Yakabük Otel & Restaurant,cleanliness,positive
Yakabük Otel & Restaurant,room_facilities,positive
Yakabük Otel & Restaurant,pool_beach,positive
Yakabük Otel & Restaurant,breakfast_quality,positive
Yakabük Otel & Restaurant,cleanliness,positive
Yakabük Otel & Restaurant,room_facilities,positive
Yakabük Otel & Restaurant,pool_beach,positive
Yakabük Otel & Restaurant,breakfast_quality,positive
Yakabük Otel & Restaurant,cleanliness,positive
Yakabük Otel & Restaurant,room_facilities,positive
Ersöz Butik Otel,pool_beach,positive
Ersöz Butik Otel,breakfast_quality,positive
Ersöz Butik Otel,cleanliness,positive
Ersöz Butik Otel,room_facilities,positive
Ersöz Butik Otel,pool_beach,neutral
Ersöz Butik Otel,breakfast_quality,positive
Ersöz Butik Otel,cleanliness,neutral
Ersöz Butik Otel,room_facilities,neutral
Ersöz Butik Otel,pool_beach,positive
Ersöz Butik Otel,breakfast_quality,positive
Ersöz Butik Otel,cleanliness,positive
Ersöz Butik Otel,room_facilities,positive
Ersöz Butik Otel,pool_beach,positive
Ersöz Butik Otel,breakfast_quality,positive
Ersöz Butik Otel,cleanliness,positive
Ersöz Butik Otel,room_facilities,positive
Ersöz Butik Otel,pool_beach,positive
Ersöz Butik Otel,breakfast_quality,positive
Ersöz Butik Otel,cleanliness,positive
Ersöz Butik Otel,room_facilities,positive
Ersöz Butik Otel,pool_beach,positive
Ersöz Butik Otel,breakfast_quality,positive
Ersöz Butik Otel,cleanliness,positive
Ersöz Butik Otel,room_facilities,positive
Ersöz Butik Otel,pool_beach,positive
Ersöz Butik Otel,breakfast_quality,positive
Ersöz Butik Otel,cleanliness,positive
Ersöz Butik Otel,room_facilities,positive
Ersöz Butik Otel,pool_beach,positive
Ersöz Butik Otel,breakfast_quality,positive
Ersöz Butik Otel,cleanliness,positive
Ersöz Butik Otel,room_facilities,positive
Ersöz Butik Otel,pool_beach,positive
Ersöz Butik Otel,breakfast_quality,positive
Ersöz Butik Otel,cleanliness,positive
Ersöz Butik Otel,room_facilities,positive
Ersöz Butik Otel,pool_beach,positive
Ersöz Butik Otel,breakfast_quality,neutral
Ersöz Butik Otel,cleanliness,positive
Ersöz Butik Otel,room_facilities,positive
Göktürk Butik Otel,pool_beach,positive
Göktürk Butik Otel,breakfast_quality,positive
Göktürk Butik Otel,cleanliness,positive
Göktürk Butik Otel,room_facilities,positive
Göktürk Butik Otel,pool_beach,positive
Göktürk Butik Otel,breakfast_quality,positive
Göktürk Butik Otel,cleanliness,positive
Göktürk Butik Otel,room_facilities,neutral
Göktürk Butik Otel,pool_beach,positive
Göktürk Butik Otel,breakfast_quality,positive
Göktürk Butik Otel,cleanliness,positive
Göktürk Butik Otel,room_facilities,positive
Göktürk Butik Otel,pool_beach,positive
Göktürk Butik Otel,breakfast_quality,positive
Göktürk Butik Otel,cleanliness,positive
Göktürk Butik Otel,room_facilities,neutral
Mira Apart,pool_beach,positive
Mira Apart,breakfast_quality,positive
Mira Apart,cleanliness,positive
Mira Apart,room_facilities,positive
Mira Apart,pool_beach,positive
Mira Apart,breakfast_quality,positive
Mira Apart,cleanliness,positive
Mira Apart,room_facilities,positive
Mira Apart,pool_beach,positive
Mira Apart,breakfast_quality,positive
Mira Apart,cleanliness,positive
Mira Apart,room_facilities,positive
Mira Apart,pool_beach,positive
Mira Apart,breakfast_quality,positive
Mira Apart,cleanliness,positive
Mira Apart,room_facilities,positive
Mira Apart,pool_beach,positive
Mira Apart,breakfast_quality,positive
Mira Apart,cleanliness,positive
Mira Apart,room_facilities,positive
Mira Apart,pool_beach,positive
Mira Apart,breakfast_quality,positive
Mira Apart,cleanliness,positive
Mira Apart,room_facilities,positive
Mira Apart,pool_beach,positive
Mira Apart,breakfast_quality,positive
Mira Apart,cleanliness,positive
Mira Apart,room_facilities,positive
Mira Apart,pool_beach,positive
Mira Apart,breakfast_quality,positive
Mira Apart,cleanliness,positive
Mira Apart,room_facilities,positive
Mira Apart,pool_beach,positive
Mira Apart,breakfast_quality,positive
Mira Apart,cleanliness,positive
Mira Apart,room_facilities,positive
Mira Apart,pool_beach,positive
Mira Apart,breakfast_quality,positive
Mira Apart,cleanliness,positive
Mira Apart,room_facilities,positive
Lena Apart,pool_beach,positive
Lena Apart,breakfast_quality,positive
Lena Apart,cleanliness,positive
Lena Apart,room_facilities,positive
Lena Apart,pool_beach,positive
Lena Apart,breakfast_quality,positive
Lena Apart,cleanliness,positive
Lena Apart,room_facilities,positive
Lena Apart,pool_beach,positive
Lena Apart,breakfast_quality,positive
Lena Apart,cleanliness,positive
Lena Apart,room_facilities,positive
Lena Apart,pool_beach,positive
Lena Apart,breakfast_quality,positive
Lena Apart,cleanliness,positive
Lena Apart,room_facilities,positive
Lena Apart,pool_beach,positive
Lena Apart,breakfast_quality,positive
Lena Apart,cleanliness,positive
Lena Apart,room_facilities,positive
Lena Apart,pool_beach,positive
Lena Apart,breakfast_quality,positive
Lena Apart,cleanliness,positive
Lena Apart,room_facilities,positive
Lena Apart,pool_beach,positive
Lena Apart,breakfast_quality,positive
Lena Apart,cleanliness,positive
Lena Apart,room_facilities,positive
Lena Apart,pool_beach,positive
Lena Apart,breakfast_quality,positive
Lena Apart,cleanliness,positive
Lena Apart,room_facilities,positive
Lena Apart,pool_beach,positive
Lena Apart,breakfast_quality,positive
Lena Apart,cleanliness,positive
Lena Apart,room_facilities,positive
Lena Apart,pool_beach,positive
Lena Apart,breakfast_quality,positive
Lena Apart,cleanliness,positive
Lena Apart,room_facilities,positive
Feron Otel,pool_beach,neutral
Feron Otel,breakfast_quality,neutral
Feron Otel,cleanliness,positive
Feron Otel,room_facilities,positive
Feron Otel,pool_beach,neutral
Feron Otel,breakfast_quality,positive
Feron Otel,cleanliness,positive
Feron Otel,room_facilities,positive
Feron Otel,pool_beach,positive
Feron Otel,breakfast_quality,positive
Feron Otel,cleanliness,positive
Feron Otel,room_facilities,positive
Feron Otel,pool_beach,negative
Feron Otel,breakfast_quality,negative
Feron Otel,cleanliness,negative
Feron Otel,room_facilities,negative
Feron Otel,pool_beach,neutral
Feron Otel,breakfast_quality,neutral
Feron Otel,cleanliness,neutral
Feron Otel,room_facilities,neutral
Feron Otel,pool_beach,positive
Feron Otel,breakfast_quality,positive
Feron Otel,cleanliness,positive
Feron Otel,room_facilities,positive
Feron Otel,pool_beach,neutral
Feron Otel,breakfast_quality,positive
Feron Otel,cleanliness,positive
Feron Otel,room_facilities,positive
Feron Otel,pool_beach,positive
Feron Otel,breakfast_quality,positive
Feron Otel,cleanliness,positive
Feron Otel,room_facilities,positive
Feron Otel,pool_beach,negative
Feron Otel,breakfast_quality,negative
Feron Otel,cleanliness,positive
Feron Otel,room_facilities,positive
Feron Otel,pool_beach,neutral
Feron Otel,breakfast_quality,neutral
Feron Otel,cleanliness,positive
Feron Otel,room_facilities,neutral
Marina Port Otel Akyaka,pool_beach,positive
Marina Port Otel Akyaka,breakfast_quality,positive
Marina Port Otel Akyaka,cleanliness,positive
Marina Port Otel Akyaka,room_facilities,positive
Marina Port Otel Akyaka,pool_beach,positive
Marina Port Otel Akyaka,breakfast_quality,positive
Marina Port Otel Akyaka,cleanliness,positive
Marina Port Otel Akyaka,room_facilities,positive
Marina Port Otel Akyaka,pool_beach,positive
Marina Port Otel Akyaka,breakfast_quality,positive
Marina Port Otel Akyaka,cleanliness,positive
Marina Port Otel Akyaka,room_facilities,positive
Marina Port Otel Akyaka,pool_beach,positive
